time,IPs
2016-03-03 10:27, 3
2016-03-03 10:28, 4
2016-03-03 10:29, 4
2016-03-03 10:30, 1
2016-03-03 10:31, 3
2016-03-03 10:32, 2
2016-03-03 10:33, 4
2016-03-03 10:34, 3
2016-03-03 10:35, 3
2016-03-03 10:36, 3
2016-03-03 10:37, 2
2016-03-03 10:38, 3
2016-03-03 10:39, 2
2016-03-03 10:40, 1
2016-03-03 10:41, 2
2016-03-03 10:42, 1
2016-03-03 10:43, 4
2016-03-03 10:44, 2
2016-03-03 10:45, 1
2016-03-03 10:46, 3
2016-03-03 10:47, 1
2016-03-03 10:48, 3
2016-03-03 10:49, 2
2016-03-03 10:50, 1
2016-03-03 10:51, 3
2016-03-03 10:52, 2
2016-03-03 10:53, 5
2016-03-03 10:54, 4
2016-03-03 10:55, 4
2016-03-03 10:56, 5
2016-03-03 10:57, 3
2016-03-03 10:58, 6
2016-03-03 10:59, 3
2016-03-03 11:00, 5
2016-03-03 11:01, 5
2016-03-03 11:02, 4
2016-03-03 11:03, 6
2016-03-03 11:04, 5
2016-03-03 11:05, 6
2016-03-03 11:06, 6
2016-03-03 11:07, 6
2016-03-03 11:08, 5
2016-03-03 11:09, 4
2016-03-03 11:10, 3
2016-03-03 11:11, 5
2016-03-03 11:12, 2
2016-03-03 11:13, 5
2016-03-03 11:14, 4
2016-03-03 11:15, 5
2016-03-03 11:16, 3
2016-03-03 11:17, 5
2016-03-03 11:18, 7
2016-03-03 11:19, 4
2016-03-03 11:20, 5
2016-03-03 11:21, 5
2016-03-03 11:22, 5
2016-03-03 11:23, 6
2016-03-03 11:24, 6
2016-03-03 11:25, 3
2016-03-03 11:26, 5
2016-03-03 11:27, 3
2016-03-03 11:28, 6
2016-03-03 11:29, 4
2016-03-03 11:30, 3
2016-03-03 11:31, 4
2016-03-03 11:32, 3
2016-03-03 11:33, 6
2016-03-03 11:34, 4
2016-03-03 11:35, 4
2016-03-03 11:36, 4
2016-03-03 11:37, 4
2016-03-03 11:38, 5
2016-03-03 11:39, 3
2016-03-03 11:40, 3
2016-03-03 11:41, 4
2016-03-03 11:42, 3
2016-03-03 11:43, 4
2016-03-03 11:44, 4
2016-03-03 11:45, 4
2016-03-03 11:46, 4
2016-03-03 11:47, 3
2016-03-03 11:48, 3
2016-03-03 11:49, 2
2016-03-03 11:50, 5
2016-03-03 11:51, 4
2016-03-03 11:52, 4
2016-03-03 11:53, 4
2016-03-03 11:54, 4
2016-03-03 11:55, 5
2016-03-03 11:56, 4
2016-03-03 11:57, 4
2016-03-03 11:58, 4
2016-03-03 11:59, 4
2016-03-03 12:00, 4
2016-03-03 12:01, 4
2016-03-03 12:02, 3
2016-03-03 12:03, 3
2016-03-03 12:04, 3
2016-03-03 12:05, 4
2016-03-03 12:06, 3
2016-03-03 12:07, 3
2016-03-03 12:08, 3
2016-03-03 12:09, 3
2016-03-03 12:10, 3
2016-03-03 12:11, 1
2016-03-03 12:12, 3
2016-03-03 12:13, 1
2016-03-03 12:14, 1
2016-03-03 12:15, 2
2016-03-03 12:17, 4
2016-03-03 12:18, 4
2016-03-03 12:19, 3
2016-03-03 12:20, 3
2016-03-03 12:21, 1
2016-03-03 12:22, 2
2016-03-03 12:23, 1
2016-03-03 12:24, 3
2016-03-03 12:25, 3
2016-03-03 12:26, 2
2016-03-03 12:27, 4
2016-03-03 12:28, 3
2016-03-03 12:29, 3
2016-03-03 12:30, 3
2016-03-03 12:32, 3
2016-03-03 12:33, 1
2016-03-03 12:34, 2
2016-03-03 12:35, 3
2016-03-03 12:36, 2
2016-03-03 12:37, 4
2016-03-03 12:38, 1
2016-03-03 12:39, 2
2016-03-03 12:40, 3
2016-03-03 12:41, 1
2016-03-03 12:42, 3
2016-03-03 12:43, 1
2016-03-03 12:44, 3
2016-03-03 12:45, 4
2016-03-03 12:46, 1
2016-03-03 12:47, 4
2016-03-03 12:48, 1
2016-03-03 12:49, 3
2016-03-03 12:50, 4
2016-03-03 12:51, 1
2016-03-03 12:52, 3
2016-03-03 12:53, 1
2016-03-03 12:54, 2
2016-03-03 12:55, 3
2016-03-03 12:57, 3
2016-03-03 12:59, 2
2016-03-03 13:00, 1
2016-03-03 13:01, 2
2016-03-03 13:02, 2
2016-03-03 13:04, 2
2016-03-03 13:05, 3
2016-03-03 13:06, 2
2016-03-03 13:07, 2
2016-03-03 13:08, 2
2016-03-03 13:09, 2
2016-03-03 13:10, 3
2016-03-03 13:11, 3
2016-03-03 13:12, 3
2016-03-03 13:13, 2
2016-03-03 13:14, 3
2016-03-03 13:15, 1
2016-03-03 13:16, 2
2016-03-03 13:17, 2
2016-03-03 13:19, 1
2016-03-03 13:20, 1
2016-03-03 13:21, 2
2016-03-03 13:22, 3
2016-03-03 13:23, 2
2016-03-03 13:24, 4
2016-03-03 13:25, 4
2016-03-03 13:26, 3
2016-03-03 13:27, 3
2016-03-03 13:28, 2
2016-03-03 13:29, 3
2016-03-03 13:30, 2
2016-03-03 13:31, 3
2016-03-03 13:32, 3
2016-03-03 13:33, 2
2016-03-03 13:34, 2
2016-03-03 13:35, 1
2016-03-03 13:36, 2
2016-03-03 13:37, 1
2016-03-03 13:38, 1
2016-03-03 13:39, 2
2016-03-03 13:40, 1
2016-03-03 13:41, 3
2016-03-03 13:42, 2
2016-03-03 13:43, 1
2016-03-03 13:44, 2
2016-03-03 13:45, 1
2016-03-03 13:46, 2
2016-03-03 13:47, 2
2016-03-03 13:48, 1
2016-03-03 13:49, 2
2016-03-03 13:50, 1
2016-03-03 13:51, 4
2016-03-03 13:52, 4
2016-03-03 13:53, 2
2016-03-03 13:54, 2
2016-03-03 13:55, 1
2016-03-03 13:56, 3
2016-03-03 13:57, 2
2016-03-03 13:58, 1
2016-03-03 13:59, 2
2016-03-03 14:01, 2
2016-03-03 14:02, 2
2016-03-03 14:03, 1
2016-03-03 14:04, 2
2016-03-03 14:06, 2
2016-03-03 14:07, 1
2016-03-03 14:08, 1
2016-03-03 14:09, 1
2016-03-03 14:10, 1
2016-03-03 14:11, 1
2016-03-03 14:12, 1
2016-03-03 14:14, 2
2016-03-03 14:15, 1
2016-03-03 14:16, 2
2016-03-03 14:17, 2
2016-03-03 14:18, 1
2016-03-03 14:19, 2
2016-03-03 14:20, 1
2016-03-03 14:21, 2
2016-03-03 14:22, 3
2016-03-03 14:23, 1
2016-03-03 14:24, 2
2016-03-03 14:25, 2
2016-03-03 14:26, 4
2016-03-03 14:28, 1
2016-03-03 14:29, 1
2016-03-03 14:31, 1
2016-03-03 14:33, 1
2016-03-03 14:34, 1
2016-03-03 14:36, 1
2016-03-03 14:38, 1
2016-03-03 14:39, 1
2016-03-03 14:41, 1
2016-03-03 14:43, 2
2016-03-03 14:44, 2
2016-03-03 14:46, 2
2016-03-03 14:48, 2
2016-03-03 14:49, 1
2016-03-03 14:50, 1
2016-03-03 14:51, 3
2016-03-03 14:52, 2
2016-03-03 14:53, 2
2016-03-03 14:54, 3
2016-03-03 14:55, 2
2016-03-03 14:56, 3
2016-03-03 14:57, 1
2016-03-03 14:58, 2
2016-03-03 14:59, 2
2016-03-03 15:00, 2
2016-03-03 15:01, 2
2016-03-03 15:02, 2
2016-03-03 15:03, 5
2016-03-03 15:04, 4
2016-03-03 15:05, 3
2016-03-03 15:06, 2
2016-03-03 15:07, 2
2016-03-03 15:08, 4
2016-03-03 15:09, 1
2016-03-03 15:10, 3
2016-03-03 15:11, 3
2016-03-03 15:12, 1
2016-03-03 15:13, 4
2016-03-03 15:15, 3
2016-03-03 15:16, 3
2016-03-03 15:17, 1
2016-03-03 15:18, 3
2016-03-03 15:19, 1
2016-03-03 15:20, 3
2016-03-03 15:21, 3
2016-03-03 15:22, 2
2016-03-03 15:23, 4
2016-03-03 15:24, 1
2016-03-03 15:25, 4
2016-03-03 15:26, 3
2016-03-03 15:27, 2
2016-03-03 15:28, 3
2016-03-03 15:29, 1
2016-03-03 15:30, 4
2016-03-03 15:31, 3
2016-03-03 15:32, 2
2016-03-03 15:33, 4
2016-03-03 15:35, 3
2016-03-03 15:36, 1
2016-03-03 15:37, 2
2016-03-03 15:38, 3
2016-03-03 15:40, 3
2016-03-03 15:41, 1
2016-03-03 15:42, 2
2016-03-03 15:43, 3
2016-03-03 15:45, 2
2016-03-03 15:46, 1
2016-03-03 15:47, 1
2016-03-03 15:48, 4
2016-03-03 15:49, 1
2016-03-03 15:50, 3
2016-03-03 15:51, 2
2016-03-03 15:52, 2
2016-03-03 15:53, 2
2016-03-03 15:54, 1
2016-03-03 15:55, 2
2016-03-03 15:56, 2
2016-03-03 15:57, 2
2016-03-03 15:58, 2
2016-03-03 15:59, 2
2016-03-03 16:00, 2
2016-03-03 16:01, 2
2016-03-03 16:02, 2
2016-03-03 16:03, 1
2016-03-03 16:04, 3
2016-03-03 16:05, 2
2016-03-03 16:06, 3
2016-03-03 16:07, 2
2016-03-03 16:08, 2
2016-03-03 16:09, 1
2016-03-03 16:10, 3
2016-03-03 16:11, 2
2016-03-03 16:12, 2
2016-03-03 16:13, 2
2016-03-03 16:14, 3
2016-03-03 16:15, 2
2016-03-03 16:16, 3
2016-03-03 16:17, 2
2016-03-03 16:18, 2
2016-03-03 16:19, 2
2016-03-03 16:21, 3
2016-03-03 16:22, 1
2016-03-03 16:23, 2
2016-03-03 16:24, 2
2016-03-03 16:25, 1
2016-03-03 16:26, 3
2016-03-03 16:27, 1
2016-03-03 16:28, 2
2016-03-03 16:29, 2
2016-03-03 16:30, 1
2016-03-03 16:31, 3
2016-03-03 16:32, 2
2016-03-03 16:33, 3
2016-03-03 16:34, 2
2016-03-03 16:35, 1
2016-03-03 16:36, 2
2016-03-03 16:37, 1
2016-03-03 16:38, 2
2016-03-03 16:39, 2
2016-03-03 16:40, 1
2016-03-03 16:41, 2
2016-03-03 16:42, 1
2016-03-03 16:43, 1
2016-03-03 16:44, 1
2016-03-03 16:45, 1
2016-03-03 16:46, 1
2016-03-03 16:47, 1
2016-03-03 16:48, 1
2016-03-03 16:49, 1
2016-03-03 16:50, 1
2016-03-03 16:51, 1
2016-03-03 16:52, 1
2016-03-03 16:53, 2
2016-03-03 16:54, 1
2016-03-03 16:55, 1
2016-03-03 16:57, 1
2016-03-03 16:59, 1
2016-03-03 17:00, 1
2016-03-03 17:02, 1
2016-03-03 17:04, 1
2016-03-03 17:05, 1
2016-03-03 17:06, 1
2016-03-03 17:07, 2
2016-03-03 17:08, 1
2016-03-03 17:09, 2
2016-03-03 17:10, 3
2016-03-03 17:11, 2
2016-03-03 17:12, 2
2016-03-03 17:13, 1
2016-03-03 17:14, 2
2016-03-03 17:15, 2
2016-03-03 17:16, 2
2016-03-03 17:17, 1
2016-03-03 17:18, 1
2016-03-03 17:19, 2
2016-03-03 17:20, 1
2016-03-03 17:21, 1
2016-03-03 17:22, 1
2016-03-03 17:23, 1
2016-03-03 17:24, 3
2016-03-03 17:25, 2
2016-03-03 17:26, 1
2016-03-03 17:27, 3
2016-03-03 17:28, 3
2016-03-03 17:29, 3
2016-03-03 17:30, 4
2016-03-03 17:31, 1
2016-03-03 17:32, 2
2016-03-03 17:33, 1
2016-03-03 17:34, 2
2016-03-03 17:35, 2
2016-03-03 17:36, 1
2016-03-03 17:37, 3
2016-03-03 17:38, 2
2016-03-03 17:39, 3
2016-03-03 17:40, 2
2016-03-03 17:41, 1
2016-03-03 17:42, 2
2016-03-03 17:43, 1
2016-03-03 17:44, 3
2016-03-03 17:45, 1
2016-03-03 17:46, 2
2016-03-03 17:47, 2
2016-03-03 17:48, 1
2016-03-03 17:49, 2
2016-03-03 17:50, 1
2016-03-03 17:51, 2
2016-03-03 17:52, 1
2016-03-03 17:53, 1
2016-03-03 17:54, 3
2016-03-03 17:56, 2
2016-03-03 17:57, 1
2016-03-03 17:58, 1
2016-03-03 17:59, 2
2016-03-03 18:00, 2
2016-03-03 18:01, 3
2016-03-03 18:02, 2
2016-03-03 18:03, 1
2016-03-03 18:04, 2
2016-03-03 18:06, 2
2016-03-03 18:07, 1
2016-03-03 18:08, 2
2016-03-03 18:09, 3
2016-03-03 18:10, 1
2016-03-03 18:11, 3
2016-03-03 18:12, 2
2016-03-03 18:13, 2
2016-03-03 18:14, 3
2016-03-03 18:15, 1
2016-03-03 18:16, 3
2016-03-03 18:17, 3
2016-03-03 18:18, 2
2016-03-03 18:19, 2
2016-03-03 18:20, 2
2016-03-03 18:21, 3
2016-03-03 18:22, 2
2016-03-03 18:23, 2
2016-03-03 18:24, 3
2016-03-03 18:25, 1
2016-03-03 18:26, 3
2016-03-03 18:27, 2
2016-03-03 18:28, 2
2016-03-03 18:29, 3
2016-03-03 18:30, 1
2016-03-03 18:31, 3
2016-03-03 18:32, 2
2016-03-03 18:33, 2
2016-03-03 18:34, 3
2016-03-03 18:35, 4
2016-03-03 18:36, 4
2016-03-03 18:37, 3
2016-03-03 18:38, 3
2016-03-03 18:39, 4
2016-03-03 18:40, 2
2016-03-03 18:41, 3
2016-03-03 18:42, 3
2016-03-03 18:43, 3
2016-03-03 18:44, 3
2016-03-03 18:45, 3
2016-03-03 18:46, 3
2016-03-03 18:47, 1
2016-03-03 18:48, 3
2016-03-03 18:49, 1
2016-03-03 18:50, 2
2016-03-03 18:51, 3
2016-03-03 18:52, 2
2016-03-03 18:53, 2
2016-03-03 18:54, 1
2016-03-03 18:55, 2
2016-03-03 18:56, 2
2016-03-03 18:57, 1
2016-03-03 18:58, 3
2016-03-03 18:59, 1
2016-03-03 19:00, 2
2016-03-03 19:01, 1
2016-03-03 19:02, 2
2016-03-03 19:03, 2
2016-03-03 19:04, 1
2016-03-03 19:05, 1
2016-03-03 19:06, 1
2016-03-03 19:07, 1
2016-03-03 19:08, 2
2016-03-03 19:09, 2
2016-03-03 19:10, 1
2016-03-03 19:11, 1
2016-03-03 19:12, 1
2016-03-03 19:13, 2
2016-03-03 19:14, 2
2016-03-03 19:15, 1
2016-03-03 19:16, 2
2016-03-03 19:17, 1
2016-03-03 19:18, 2
2016-03-03 19:19, 2
2016-03-03 19:20, 1
2016-03-03 19:21, 3
2016-03-03 19:22, 1
2016-03-03 19:23, 1
2016-03-03 19:25, 2
2016-03-03 19:26, 1
2016-03-03 19:28, 1
2016-03-03 19:30, 1
2016-03-03 19:31, 1
2016-03-03 19:33, 1
2016-03-03 19:35, 1
2016-03-03 19:36, 1
2016-03-03 19:38, 1
2016-03-03 19:40, 1
2016-03-03 19:41, 2
2016-03-03 19:42, 1
2016-03-03 19:43, 1
2016-03-03 19:45, 1
2016-03-03 19:46, 1
2016-03-03 19:47, 1
2016-03-03 19:48, 1
2016-03-03 19:50, 1
2016-03-03 19:51, 1
2016-03-03 19:53, 1
2016-03-03 19:55, 1
2016-03-03 19:56, 1
2016-03-03 19:58, 1
2016-03-03 20:00, 2
2016-03-03 20:02, 1
2016-03-03 20:03, 1
2016-03-03 20:05, 1
2016-03-03 20:07, 1
2016-03-03 20:08, 1
2016-03-03 20:10, 1
2016-03-03 20:12, 1
2016-03-03 20:13, 1
2016-03-03 20:15, 2
2016-03-03 20:16, 2
2016-03-03 20:17, 2
2016-03-03 20:18, 2
2016-03-03 20:19, 1
2016-03-03 20:20, 2
2016-03-03 20:21, 1
2016-03-03 20:22, 2
2016-03-03 20:23, 2
2016-03-03 20:25, 2
2016-03-03 20:27, 1
2016-03-03 20:28, 1
2016-03-03 20:30, 1
2016-03-03 20:32, 1
2016-03-03 20:34, 1
2016-03-03 20:35, 1
2016-03-03 20:37, 1
2016-03-03 20:39, 1
2016-03-03 20:40, 1
2016-03-03 20:44, 1
2016-03-03 20:45, 1
2016-03-03 20:47, 1
2016-03-03 20:49, 1
2016-03-03 20:50, 1
2016-03-03 20:52, 1
2016-03-03 20:54, 1
2016-03-03 20:55, 1
2016-03-03 20:57, 1
2016-03-03 20:59, 1
2016-03-03 21:00, 1
2016-03-03 21:02, 1
2016-03-03 21:04, 1
2016-03-03 21:06, 1
2016-03-03 21:07, 1
2016-03-03 21:09, 1
2016-03-03 21:10, 1
2016-03-03 21:11, 1
2016-03-03 21:12, 2
2016-03-03 21:13, 2
2016-03-03 21:14, 2
2016-03-03 21:15, 2
2016-03-03 21:16, 3
2016-03-03 21:17, 3
2016-03-03 21:18, 3
2016-03-03 21:19, 2
2016-03-03 21:20, 2
2016-03-03 21:21, 2
2016-03-03 21:22, 3
2016-03-03 21:23, 2
2016-03-03 21:24, 2
2016-03-03 21:25, 2
2016-03-03 21:26, 2
2016-03-03 21:27, 2
2016-03-03 21:28, 1
2016-03-03 21:29, 1
2016-03-03 21:30, 1
2016-03-03 21:31, 1
2016-03-03 21:32, 1
2016-03-03 21:33, 2
2016-03-03 21:34, 1
2016-03-03 21:35, 1
2016-03-03 21:36, 1
2016-03-03 21:37, 1
2016-03-03 21:38, 2
2016-03-03 21:39, 2
2016-03-03 21:40, 1
2016-03-03 21:41, 1
2016-03-03 21:42, 1
2016-03-03 21:43, 2
2016-03-03 21:44, 1
2016-03-03 21:45, 1
2016-03-03 21:46, 2
2016-03-03 21:47, 1
2016-03-03 21:48, 2
2016-03-03 21:49, 1
2016-03-03 21:50, 1
2016-03-03 21:51, 2
2016-03-03 21:52, 2
2016-03-03 21:53, 2
2016-03-03 21:54, 4
2016-03-03 21:55, 3
2016-03-03 21:56, 3
2016-03-03 21:57, 3
2016-03-03 21:58, 3
2016-03-03 21:59, 2
2016-03-03 22:00, 3
2016-03-03 22:01, 3
2016-03-03 22:02, 4
2016-03-03 22:03, 3
2016-03-03 22:04, 2
2016-03-03 22:05, 3
2016-03-03 22:06, 4
2016-03-03 22:07, 3
2016-03-03 22:08, 3
2016-03-03 22:09, 1
2016-03-03 22:10, 2
2016-03-03 22:11, 2
2016-03-03 22:12, 2
2016-03-03 22:13, 3
2016-03-03 22:14, 1
2016-03-03 22:15, 4
2016-03-03 22:16, 2
2016-03-03 22:17, 2
2016-03-03 22:18, 2
2016-03-03 22:19, 1
2016-03-03 22:20, 2
2016-03-03 22:21, 2
2016-03-03 22:22, 2
2016-03-03 22:23, 2
2016-03-03 22:25, 2
2016-03-03 22:27, 3
2016-03-03 22:28, 2
2016-03-03 22:30, 2
2016-03-03 22:32, 2
2016-03-03 22:33, 2
2016-03-03 22:35, 2
2016-03-03 22:37, 2
2016-03-03 22:38, 2
2016-03-03 22:39, 1
2016-03-03 22:40, 2
2016-03-03 22:42, 2
2016-03-03 22:43, 2
2016-03-03 22:45, 2
2016-03-03 22:47, 2
2016-03-03 22:48, 1
2016-03-03 22:49, 1
2016-03-03 22:50, 2
2016-03-03 22:52, 2
2016-03-03 22:53, 1
2016-03-03 22:54, 1
2016-03-03 22:55, 2
2016-03-03 22:57, 3
2016-03-03 22:58, 2
2016-03-03 22:59, 2
2016-03-03 23:00, 3
2016-03-03 23:01, 1
2016-03-03 23:02, 3
2016-03-03 23:03, 2
2016-03-03 23:04, 1
2016-03-03 23:05, 2
2016-03-03 23:07, 2
2016-03-03 23:08, 1
2016-03-03 23:09, 1
2016-03-03 23:10, 1
2016-03-03 23:11, 1
2016-03-03 23:12, 2
2016-03-03 23:13, 1
2016-03-03 23:14, 1
2016-03-03 23:15, 1
2016-03-03 23:16, 1
2016-03-03 23:17, 2
2016-03-03 23:18, 1
2016-03-03 23:19, 1
2016-03-03 23:20, 1
2016-03-03 23:21, 1
2016-03-03 23:22, 2
2016-03-03 23:23, 1
2016-03-03 23:24, 1
2016-03-03 23:25, 1
2016-03-03 23:26, 1
2016-03-03 23:27, 2
2016-03-03 23:28, 1
2016-03-03 23:29, 1
2016-03-03 23:30, 1
2016-03-03 23:31, 1
2016-03-03 23:32, 2
2016-03-03 23:34, 1
2016-03-03 23:36, 1
2016-03-03 23:38, 1
2016-03-03 23:39, 1
2016-03-03 23:41, 1
2016-03-03 23:43, 1
2016-03-03 23:44, 1
2016-03-03 23:46, 1
2016-03-03 23:48, 1
2016-03-03 23:49, 1
2016-03-03 23:51, 1
2016-03-03 23:53, 1
2016-03-03 23:55, 1
2016-03-03 23:56, 1
2016-03-03 23:58, 1
2016-03-04 00:00, 1
2016-03-04 00:01, 1
2016-03-04 00:03, 1
2016-03-04 00:05, 1
2016-03-04 00:06, 1
2016-03-04 00:08, 1
2016-03-04 00:10, 1
2016-03-04 00:11, 1
2016-03-04 00:13, 1
2016-03-04 00:15, 1
2016-03-04 00:17, 1
2016-03-04 00:18, 1
2016-03-04 00:20, 1
2016-03-04 00:22, 1
2016-03-04 00:23, 1
2016-03-04 00:25, 1
2016-03-04 00:27, 1
2016-03-04 00:28, 1
2016-03-04 00:30, 1
2016-03-04 00:32, 1
2016-03-04 00:34, 1
2016-03-04 00:35, 1
2016-03-04 00:37, 1
2016-03-04 00:39, 1
2016-03-04 00:40, 1
2016-03-04 00:42, 1
2016-03-04 00:44, 1
2016-03-04 00:45, 1
2016-03-04 00:47, 1
